Title,ReleaseDate,TypeCode,Price,Size,DLCName,Hash
[Rock Band],2009/09/20,30,1.99,22,Just Breathe,EDEEC12A57F5F4E75E53289AAB80504F524A8EBE58
[Rock Band],2009/09/20,30,1.99,27,Amongst the Waves,96B0A0D50209C5FA65AFB9E5E57E75049AA8ECC858
[Rock Band],2010/08/31,30,1.99,30,What Was I Thinkin',62B81AB6E89828A12A11EBCD226338C510A93FE958
[Rock Band],2010/08/31,30,1.99,22,Hell on the Heart,A2DE1385D0272AC69061CAA09108A0AC23C8A1A558
[Rock Band],2010/08/31,30,1.99,25,Women,C6F1198CF43EF78E08EDDF02705743C68C63CC1958
[Rock Band],2010/08/31,30,1.99,22,Lookin' For a Good Time,1D0CE21EEDA799B9227A0C42CE41C754862FCB0D58
[Rock Band],2013/07/24,30,1.99,18,Rebound,774CEA81CE2596C43B2B66EC25A999F83458957858
[Rock Band],2010/08/31,30,14.99,215,Going Country Pack 04,669C8B6AA2F39331CD989CE9719041A11D6A058E58
[Rock Band],2010/08/24,30,1.99,35,Another Way to Die,5CC263675F2DA53AA5C1148C9FCAF7ABA08F4A6158
[Rock Band],2010/08/24,30,1.99,50,Asylum,7200DE2DA5DE7E4F35F2B8397EA89BB8AF22546B58
[Rock Band],2010/08/24,30,1.99,19,Mountain Man,D7FA41E660DF10D6837EC23208EF6F811420498D58
[Rock Band],2010/08/24,30,1.99,31,Bury Me Alive,8FCAE4D382D440493F67E7539A21E81B66762E2158
[Rock Band],2010/08/24,30,5.49,111,Disturbed Pack 03,914483B91B5ED8F48E14E70604F90C5DFEA226B758
[Rock Band],2010/08/17,30,1.99,25,Strange Times,146EE6330BEDD06B2631ACE01E8F9B2F45F3759658
[Rock Band],2010/08/17,30,5.49,61,The Black Keys Pack 01,055FA56364B46002E132A3C06935BD9A798A603D58
[Rock Band],2010/08/17,30,1.99,26,1983,19E11455A0334134B29CD5031FE65CB384EE271558
[Rock Band],2010/08/17,30,1.99,26,Animal,78C06214768EA83B4D2FE6FF5E0CBD5ECE1B417658
[Rock Band],2010/08/17,30,1.99,25,Sins of My Youth,2D4CAE0C4EC332356CF191D4DB986B5FA658865558
[Rock Band],2010/08/17,30,5.49,77,Neon Trees Pack 01,7CF1B5D386667B623ACC57502E80F9C2AD1B7FB358
[Rock Band],2010/08/10,30,1.99,35,Jesus Built My Hotrod,A053D6343FF615CBAE36FE61260EF4F5B1DED48958
[Rock Band],2010/08/10,30,1.99,45,Stigmata,5A36C83EC18FCF2BA6A5DB50AC96D2B784AD2F8A58
[Rock Band],2010/08/10,30,1.99,36,Thieves,B704C864D23D28046556D5DB5661D7A1ED151E4058
[Rock Band],2010/08/10,30,5.49,115,Ministry Pack 02,E1D4213DE5DBA648840587ED95743AEA4F04ECB658
[Rock Band],2010/08/03,30,1.99,44,Rapture,062F0C73428D357A4CE13E58A5777B593A77B31A58
[Rock Band],2010/08/03,30,1.99,41,Jesus Freak,40510C3C4B91D42CF2CDDD455B48E4583E1E429C58
[Rock Band],2010/08/03,30,1.99,37,The Perfect Crime #2,85160D94E47A40268506A0C5A361824132D68EF658
[Rock Band],2010/08/03,30,1.99,26,Love Addict,D16099226C040CC95B584795D4A393BBFBAA781658
[Rock Band],2010/07/27,30,1.99,29,Scream,20E08F0CED695989E6594560C48181736293CA0058
[Rock Band],2010/07/27,30,1.99,40,Seize the Day,319844771801F0D5FA8B5E75BC095DB12AB5432858
[Rock Band],2010/07/27,30,5.49,112,Avenged Sevenfold Pack 01,C0A2C99E13C299CF7ECBCE683A1EDB004B4A41F958
[Rock Band],2010/07/27,30,1.99,29,Fíjate Bien,78D06B659DFB351F3774392A0819192EC6813CFF58
[Rock Band],2010/07/27,30,1.99,21,A Dios le Pido,264E6EB484F34C03532786C9CE01C09A1D69C7BA58
[Rock Band],2010/07/27,30,1.99,24,La Camisa Negra,A578344B542351564EE2593F6EA0174C991DDCAB58
[Rock Band],2010/07/27,30,1.99,23,Gotas de Agua Dulce,A5E7B585E0F39255DD222334FBAB9FC3E9E5CF0058
[Rock Band],2010/07/27,30,1.99,21,Mala Gente,15DA79543D0C76ECA1F1B2B922C7F051AD5CAD3F58
[Rock Band],2010/07/27,30,1.99,25,Yerbatero,23FAE2102B81542ADACD1E8750D8DF9C95BB5CF258
[Rock Band],2010/07/27,30,9.99,141,Juanes Pack 01,C0C2FA8BE558154967FAB9F088B57B1A961A232858
[Rock Band],2010/07/20,30,1.99,20,New Dark Ages,E004F3B0BDBF0D79176D30BD19C6CAECC6BF53ED58
[Rock Band],2010/07/13,30,1.99,15,Get Out,F2FF23F2423F63EB8427F5FCDC7173A0ABB4E36D58
[Rock Band],2010/07/13,30,1.99,13,He's a Rocker,173C317BE599CCFBD2479AA77896887432DF135858
[Rock Band],2010/07/13,30,1.99,19,Ride,D4FDE9A2206C28354E61D2D54C2AE53D269544F358
[Rock Band],2010/07/13,30,8.49,81,The Vines Pack 01,2A1CCD0EEFFD010DD5A21DA64F183D95E469D4C258
[Rock Band],2010/07/06,30,1.99,18,Run Through the Jungle,5F1C5825F6F5BA5727C5E2330C60BDAFA21E1D9858
[Rock Band],2010/07/06,30,9.99,250,Creedence Clearwater Revival Pack 01,8FC3A3EB2149CE8364D07475E5CD4FC48A21B11258
[Rock Band],2010/06/29,30,1.99,25,Burn It to the Ground,77F88D4E8E0ADB5A0D19E5948AD6BFB0F0D91DFD58
[Rock Band],2010/06/29,30,1.99,27,Figured You Out,225B8A2CB5B18350714EB0E137EE5A7D217DB68A58
[Rock Band],2010/06/29,30,1.99,29,Never Again,F8DBA0898CF70136A449FF92C648C356767E491F58
[Rock Band],2010/06/29,30,1.99,33,Photograph,5AF0CBE45604CFEFB21E6AB370DF2B88B96E51FB58
[Rock Band],2010/09/21,30,1.99,19,Buffalo Soldier,AF46E73B0114693BB30E9BC3895DDBA9C7AE4E7358
[Rock Band],2010/09/28,30,1.99,30,Among the Living,D582BA0D59CFCAA1C266591CC539B74F47E49E1B58
[Rock Band],2010/09/07,30,1.99,35,Drop It Like It's Hot,E308DFFB7FA39F924B5B4D87CCE571CC6DCBAF8C58
[Rock Band],2010/09/14,30,1.99,24,Writing on the Walls,4D01E53D19CE9F0B207B8D93AC5F9455E0589B8E58
[Rock Band],2010/09/21,30,1.99,54,Exodus,128314C9BBD43389F555687DE194F3192B4D051358
[Rock Band],2010/09/21,30,1.99,34,Stir It Up,FD3BF65A6E12F19603557828D9913CA809E9C72558
[Rock Band],2010/09/21,30,1.99,23,I Shot the Sheriff,B9C8E97670AACA44379750A6505CF01471155C6958
[Rock Band],2010/09/21,30,1.99,18,One Love/People Get Ready,35A3903C3600CD100257FEB69E6AC0AA648BA1C458
[Rock Band],2010/09/28,30,1.99,16,I'm the Man,20654AFA9C08D4ECD120E7DD44FA7692E5E0DC8F58
[Rock Band],2012/10/09,30,1.99,36,Tha Shiznit,25CFABAE1BB3C0CD375E48C385E4C06C5A9CD2E758
[Rock Band],2010/09/07,30,1.99,27,Beautiful,B4926F99D3055680FB574A18EC63F1D76565E2BA58
[Rock Band],2010/09/07,30,1.99,43,Who Am I (What's My Name)?,4C5418B1695F3515863AC948E384C9944FAF1B5158
[Rock Band],2010/09/07,30,1.99,20,Sensual Seduction,DE5A7CC2BD30B8B8689AFEEB1599F20E52910FB158
[Rock Band],2010/09/14,30,1.99,25,Nirvana,BA12592A6499C9B4E9A86EFAF0F89E5A0CD87E0E58
[Rock Band],2010/09/21,30,1.99,24,Jamming,5FDEF7FF729EA8587519AC84E59C1E82623A051058
[Rock Band],2010/10/12,30,1.99,30,Hey Joe (Live),8B4E8FA0A2457AB626E8FDDAE71D106A3145746858
[Rock Band],2010/10/05,30,13.49,201,R.E.M. Pack 01,F29389E709945248C4073D2800FE6A9D8C20A24E58
[Rock Band],2010/09/14,30,1.99,20,"""Irish Blood, English Heart""",3101A341193403166A240AC9E11B83EE59DABF3C58
[Rock Band],2010/09/07,30,1.99,50,That's Tha Homie,C4CFA2ED22895D8E147C4D1E3DE8437591562A9058
[Rock Band],2010/10/20,30,1.99,41,Dead & Bloated,AB8DA4A5266D63AB1127AD2BE0F4E8A243DD8DC658
[Rock Band],2010/09/21,30,19.99,335,Legend (Album),BECBB349AF5AE870FDFC4ED6CB9850BD30749D7E58
[Rock Band],2010/09/07,30,1.99,32,Ridin' in My Chevy,A7EC6F1166D6CE86B44C0454C3FAA73D91BEF23F58
[Rock Band],2010/10/05,30,5.49,69,T. Rex Pack 01,A5C0B446AE07F5C1C63FD85D5543AC0264E87FB458
[Rock Band],2010/10/12,30,19.99,232,Are you Experienced: Rock Band Edition,0700FA13A67A698C6942D82F4BC76E5546CFF8B958
[Rock Band],2010/10/20,30,1.99,34,Creep,83D7B8452B04519C63FED26488DE89951033829E58
[Rock Band],2010/09/21,30,1.99,9,Redemption Song,CC0AF5EA030F31C6D648DFB4D7EA8A71A5D4C40E58
[Rock Band],2010/10/20,30,1.99,20,Crackerman,0F1C2CA5E372F3D431AF0BD27D85FF494B77933158
[Rock Band],2010/04/13,30,1.99,28,Empty Walls,6F2F19CF1BADBBB0CF1C5A3156569F260E92F8BF58
[Rock Band],2010/04/13,30,1.99,23,Blood on My Hands,BBACAA4DF28DB5E3052624C11756D20BED9E838158
[Rock Band],2010/04/13,30,1.99,23,Born to Quit,A0DE1E3B6F68EC8EECFBB36CFF35487B7E57BE6A58
[Rock Band],2010/04/13,30,1.99,25,The Taste of Ink,AF597871C6A4C6D0A2F61B97756BB17F263691CC58
[Rock Band],2010/04/06,30,1.99,22,Feel Good Drag,DE84E017DD619588007A80366F8E3804EFC3A2E158
[Rock Band],2010/03/30,30,19.99,201,Axis: Bold as Love (Album),2342BAB14D3CF994289FCCAC7C4C9462F801E67E58
[Rock Band],2010/03/23,30,1.99,27,Hungry Wolf,459148372FCD1DA554B00A9BC191B3B7BA6FCB4958
[Rock Band],2010/03/23,30,1.99,25,I Must Not Think Bad Thoughts,F91F7BFAECF32818850D75B854F93DD09026D2F958
[Rock Band],2010/03/23,30,1.99,17,Los Angeles,09F63AB36A742B549C244AF18BAF7FEDA102F6FA58
[Rock Band],2010/03/23,30,6.99,84,X Pack 01,20934BFBDD84AC960C7F7228FE9EDE230BA64D2D58
[Rock Band],2010/03/30,30,1.99,13,Up From The Skies,3A814D82E173848330F79CA06544067BDDAF2A4B58
[Rock Band],2010/03/30,30,1.99,13,Castles Made of Sand,EC43E628BD40DCCC702303B2A63D09670532861658
[Rock Band],2010/03/30,30,1.99,13,Little Miss Lover,8ECB9516191A4831A3F273ECF8E2A23F22AA479F58
[Rock Band],2010/03/16,30,6.99,151,Lady Gaga Pack 01,9E8ABF787A75A8E166EC26F5AFE0B3CA4F4743E658
[Rock Band],2010/03/16,30,1.99,39,Bad Romance,6751A62C9369F358AE942E8F959F5A38E68B5DBC58
[Rock Band],2010/03/16,30,1.99,35,Just Dance,82B1A9AD65A248BB96C45695B3C748AB89DC053658
[Rock Band],2010/03/16,30,1.99,38,Monster,A20DAA483C105D59DABB52003B13239840FD2A4258
[Rock Band],2010/03/16,30,1.99,39,Poker Face,EBAF2617A7A25C78517C1561F0F064B965ECE8B858
[Rock Band],2010/03/16,30,1.99,36,Lady Gaga's 'Poker Face' (South Park Version),95C406340A20265B696CF8B37C2017656FDFA9B258
[Rock Band],2010/03/16,30,1.99,19,Oh Yeah,1E539FAC61DA9C3E189904F17B3F906A89ADADF558
[Rock Band],2010/03/09,30,8.49,178,Roadrunner Records Pack 01,7C72897241ED2C7E874785665525A72C43E5576E58
[Rock Band],2010/03/09,30,5.49,54,White Stripes Pack 02,0CC188CEE6FFF1C02F730E2E4999EF32EB215C1058
[Rock Band],2010/03/02,30,1.99,25,Third Floor Story,9BAD3CE327B390412EB059B9AB77A0AC58232B0358
[Rock Band],2010/03/02,30,5.49,82,Disturbed Pack 02,49E0B5956E857E376C3751F52F240D5D1F6086E058
[Rock Band],2010/03/02,30,1.99,30,Meaning of Life,A81BE0718C7210096ED040A320B312AB2DCB548C58
[Rock Band],2010/03/02,30,1.99,26,The Game,DD058A140DDB2A8A9C4BAECAB962C599195FD5AA58
[Rock Band],2010/03/02,30,1.99,26,Voices,94511C5BC828AEB9048E4E938A7547ADCFB8CC0A58
[Rock Band],2010/02/23,30,5.49,81,HIM Pack 01,15228BA2C73F93B9021A6132D349C959246BD18D58
[Rock Band],2010/02/23,30,1.99,33,Ode to Solitude,BA53B7203B16AA446C27E661C2CA9A005B34A68958
[Rock Band],2010/02/23,30,1.99,23,Wings of a Butterfly,000177C863445142F62C7F6838111DA26C6FA56458
[Rock Band],2010/02/23,30,1.99,29,The Dope Show,3C406FCD00B96C1A8BCE366066FDDBB9A5DFC74558
[Rock Band],2010/02/16,30,8.49,69,Otis Redding Pack 01,E030906ABC7E9CCF236EDFF8E97FB2D4AF6CB06558
[Rock Band],2010/06/29,30,1.99,32,Rockstar,228D42C8C323DA707995F49BAFBD590D3673393C58
[Rock Band],2010/06/29,30,1.99,32,This Afternoon,023CF4C30E91B49B56D30F307CE5F3E88BE9569D58
[Rock Band],2010/06/29,30,9.99,178,Nickelback Pack 01,339F6CAC19FE1B87FF701CE69418D9B20B3FACAE58
[Rock Band],2010/06/22,30,1.99,26,Can't Be Tamed,EF6D551A847DC1265ECFDEECE1D9995CFC3523CC58
[Rock Band],2010/06/22,30,8.49,112,Miley Cyrus Pack 01,3A9B73E7AF1C3B96C3638B5492979278D924C45658
[Rock Band],2010/06/15,30,1.99,42,Diggin' Me Down,2B22A9B7013B02C74C7812F82A97F3D60A77FAF158
[Rock Band],2010/06/15,30,1.99,27,Let Me Hear You Scream,DC0D0167A00A640D133EE636B550BC1E2988269B58
[Rock Band],2010/06/15,30,9.99,217,Ozzy Osbourne Pack 01,979BEFB84200F47FC37E6E7BA167A7690D31AD8C58
[Rock Band],2010/06/08,30,1.99,24,The Great Escape,83226B233A0526D7060AE5FD924B32ABC4335C7158
[Rock Band],2010/06/08,30,1.99,40,Minerva,0F4E33FA74B5C2120E563EF3E9D27BA183062B0058
[Rock Band],2010/06/08,30,5.49,100,Deftones Pack 01,3EC97A7086DD7AC4B6FF8D16E49A6A391455361058
[Rock Band],2010/05/25,30,1.99,31,The Great Southern Trendkill,8C8A22FE91CF8CDE286B7CD4D68CD20AE54706CF58
[Rock Band],2010/05/25,30,1.99,39,War Nerve,60C701AC0A7A082E36114109552D57475012E40658
[Rock Band],2010/05/25,30,1.99,34,Drag the Waters,D80745E47F3299FB1CB72D3734A62F50E731EB6758
[Rock Band],2010/05/25,30,1.99,34,10's,74DF3C87EAED0ACC79F240209C90CBE209FD3C9A58
[Rock Band],2010/05/25,30,1.99,27,13 Steps to Nowhere,F2B199045EF59D3766DE4732087339A04CEF82E958
[Rock Band],2010/05/25,30,1.99,33,Suicide Note Pt. 2,A8DB239811649A4D9EBF227BFD97761DACD26C7C58
[Rock Band],2010/05/25,30,1.99,40,Living Through Me (Hell's Wrath),210CA371FF51BDD6977B3BFAB95FE617596083DB58
[Rock Band],2010/05/25,30,1.99,40,Floods,3C230132E6D00291578966BED877CB21FA4CAE0C58
[Rock Band],2010/05/25,30,1.99,36,The Underground in America,3916532A71E02CEBF84E7D3CA2EDC4841844EA4858
[Rock Band],2010/05/25,30,1.99,23,(Reprise) Sandblasted Skin,5686377C0C1C5039E7C0A9297ABBA1A6A92985C858
[Rock Band],2010/05/25,30,15.99,337,The Great Southern Trendkill (Album),69D22B236B21872FBE79DCE185A80C916ECF68EB58
[Rock Band],2010/05/18,30,1.99,56,Throwing Stones,07D6CCDBC7927330D3C5ADE31D8CFE1AC81BC38F58
[Rock Band],2010/05/18,30,1.99,33,A Girl Like You,D8BAA0213D1258E52AA07F1DF7B5C8B1FEA95D9458
[Rock Band],2010/05/18,30,9.99,190,Grateful Dead Pack 03,4B29A918D4276F68E141656368A55BD5EA8FBFE058
[Rock Band],2010/05/04,30,1.99,31,You Can Do It,6067556D112BB1CC51393C5075D0EB6B17A84E6658
[Rock Band],2008/09/16,30,1.99,21,Hands Down,71DC8AC6C3AEEA5D9359C515408A479C5A5FBAEA58
[Rock Band],2008/09/16,30,1.99,23,Natural Disaster,5F6256B094199C5522CF6F745B491563DCD58CAB58
[Rock Band],2008/09/09,30,5.49,84,All That Remains Pack 01,6A1354B86FC2A4037EC5F7974F60B27D11AA9D1E58
[Rock Band],2008/09/16,30,1.99,28,Wake Up Dead,4708ACB97EF576A848B384146A925EA5367FE71E58
[Rock Band],2008/09/16,30,1.99,37,The Conjuring,C79DC42636A2ABF9271008EE817C9B892B5BD2CF58
[Rock Band],2008/09/16,30,1.99,37,Devil's Island,99A6A98B8FB4208BD77993CE6A2B11F4CFC03FFE58
[Rock Band],2008/09/16,30,1.99,50,Good Mourning/Black Friday,6A8864185632D2B360C01AD5AAF30E975CED4CB958
[Rock Band],2008/09/16,30,1.99,31,Bad Omen,C8907BBDC55BDCA355E863D7F201C4835CD310FC58
[Rock Band],2008/09/16,30,1.99,21,I Ain't Superstitious,4CB529340457111F7B4FCBF49733A0719036759A58
[Rock Band],2008/09/16,30,1.99,39,My Last Words,86510D3BC566EB3AD8D853DD13CA7D06D6541E4F58
[Rock Band],2008/08/12,30,1.99,41,Aesthetics of Hate,0D33A2001F0A250C83787B2D5A52297935CC730658
[Rock Band],2008/08/12,30,1.99,46,Sleepwalker,636533B4DD81868970BF841B3C980EC4CBFEB34D58
[Rock Band],2008/08/05,30,1.99,27,Face Down in the Dirt,DA2B2355136C331AF5C1B000E85D275AE6505A5158
[Rock Band],2008/08/05,30,1.99,24,Life is Beautiful,7793E32D6391BCDA679E961E609842ACE327966558
[Rock Band],2008/08/05,30,5.49,70,Crüe Fest Pack 02,45ADA5D22194734872E72074FFDB2C8F269EA1A258
[Rock Band],2009/04/07,30,1.99,24,She's a Hottie,0CB0B18418EA195A1806F349ED9596CCE372C33558
[Rock Band],2008/07/22,30,5.49,112,Nine Inch Nails Pack 02,549251A3346F983256888BB71E7103B69B3A93DB58
[Rock Band],2008/07/22,30,1.99,41,Last,95DD66379C166CA4EDD3B5727749260D12C3EACD58
[Rock Band],2008/07/22,30,1.99,35,Capital G,39F7139BA3E48741D6E2192E808F336861541B1B58
[Rock Band],2008/07/22,30,1.99,37,Burn,18971E79C067324FED05155A75F6CEB588B092FA58
[Rock Band],2008/07/15,30,19.99,290,The Best of The Who Rock Band Edition,C3069D26A8A15AE7A638BFC5245C6D08494D6FEC58
[Rock Band],2008/07/15,30,1.99,28,Real Good Looking Boy,A4E13235FB475E0CFF6CE933439143638C59008058
[Rock Band],2008/07/15,30,1.99,29,Sea and Sand,551EDF3EFED1411B20DE1BB0F2645A601F56354658
[Rock Band],2008/07/15,30,1.99,36,Who Are You,4FFB96E38C5897FCDF969278DBCEFBFF864E527958
[Rock Band],2008/07/15,30,1.99,28,Young Man Blues (Live at Leeds),7AB3D52EE07B177CCFF7D0906629B631CC4F4E1758
[Rock Band],2008/07/08,30,1.99,15,Closer to the Heart,C65BCD7827261639D58CFF900868F0B15E55ECC558
[Rock Band],2008/07/01,30,5.49,67,Crüe Fest Pack 01,9C989F14D4EC84F32DE3F36692FD0E47D3D7CA4A58
[Rock Band],2008/07/01,30,1.99,23,Down at the Whisky,9A0700C5A13A645C0439B3501E06D1902B3ECA7F58
[Rock Band],2008/07/01,30,1.99,23,Time Is Running Out,FDFA1F7ED53024FDC3C8194C33FCCB15B6333B5458
[Rock Band],2008/07/01,30,1.99,21,Who's Going Home with You Tonight?,5E1CDF6BA75E783EA69B44A5C2F954B17065C89758
[Rock Band],2008/06/24,30,19.99,260,Doolittle (Album),E95C37E1EC1871076FD58E376A60A4B3322CD10458
[Rock Band],2008/06/24,30,1.99,38,Dreamin',A91D496E0CE25F33E6DFC78FE7CA0151639DB6C658
[Rock Band],2008/06/24,30,1.99,16,Troublemaker,2E56D0B69E607077E6D3C09211968AEAC59657E958
[Rock Band],2008/06/24,30,1.99,34,The Greatest Man That Ever Lived,25F80454532484DD4DE87F33C26076B3A9681F6058
[Rock Band],2008/06/24,30,5.49,88,Weezer Pack 01,1DAE136B272D9938DECA8AF892B5AB6EFFDA50CD58
[Rock Band],2008/06/24,30,1.99,14,There Goes My Gun,82393DD2C99FC38C69BED8328B2D08362F788D4858
[Rock Band],2008/06/24,30,1.99,16,Tame,75B502B1F64D72838D9B897376CBDE4D339AF0EA58
[Rock Band],2008/06/24,30,1.99,12,Silver,6FB193DAA6E21900E875C36E43488D7180F10DD158
[Rock Band],2008/06/24,30,1.99,27,No. 13 Baby,A7C064D5369C2023609EE4A44E15D4395BC01E4A58
[Rock Band],2008/06/24,30,1.99,24,Monkey Gone to Heaven,C589E06E23AC0AFDB8A4B01C711D3FA6A8D01E9258
[Rock Band],2008/11/18,30,1.99,19,Closer,5365C87F1B642D243BF9BAE2477F804AFC4DF99858
[Rock Band],2008/11/18,30,5.49,80,Century Media Girls of Metal Pack 01,2C430E6129EF2E4ECF2B7C1EACADA5600E9CF43158
[Rock Band],2008/11/18,30,1.99,22,California Über Alles,AEC2926D0DDF4EBC99EC55D7B21C1097E93E98F458
[Rock Band],2008/11/18,30,1.99,33,Holiday in Cambodia,82D24A5EB7CAF53C51A53D9E96000F3B9523E9F558
[Rock Band],2008/11/18,30,1.99,22,Police Truck,7D3484A8663AF9B57760ED35D4C72A67A0E88C8658
[Rock Band],2008/11/18,30,5.49,76,Dead Kennedys Pack 01,4B743551BCE1045D5A6E1E02D514226BFDC9A5FC58
[Rock Band],2008/11/18,30,1.99,28,That's When I Reach For My Revolver,D20370C0577BEB2F05F393B99F975B4AB4F7797C58
[Rock Band],2008/11/18,30,5.49,67,Mission of Burma Pack 01,2DB63D42D10DB70EADBF798125E068407E7C433A58
[Rock Band],2008/11/04,30,1.99,21,Dune Buggy,BB2C538A51766908FABC0702E696BF07AFCC4A3758
[Rock Band],2008/11/04,30,1.99,26,Use Me,D78EC98A58D5D5891CF82F420CD9136C65E2E53958
[Rock Band],2008/11/04,30,5.49,67,Presidents of the United States of America Pack 01,9874A1D237F71813B050E8360C0530288AB18BD258
[Rock Band],2008/11/11,30,1.99,32,My Poor Brain,21A7217DD42214C24049AA42F96CA2A6E73F251C58
[Rock Band],2008/11/11,30,19.99,303,The Colour and the Shape (Album),ED3F59E4C57D6C4156882307BD3B637E55741E9F58
[Rock Band],2008/10/28,30,5.49,76,Siouxsie and the Banshees Pack 01,EC43B9A77D6C1611A0ACE4D054098B2058C69F9A58
[Rock Band],2008/10/21,30,1.99,21,Breed,3A544E70CB5AE00690853105DD56D632345612F458
[Rock Band],2008/10/21,30,1.99,18,Lounge Act,1B4218B896E8A1FA506D305CF5BF8A483510AA9858
[Rock Band],2008/10/21,30,1.99,12,Polly,D915826E2F0FC7F328FA7657D1ACDADEE78BF6C458
[Rock Band],2008/10/21,30,1.99,20,On a Plain,C7D091FEBA16D62AE262B577BC2246D60066921C58
[Rock Band],2008/10/21,30,1.99,22,Stay Away,2FB26F9FD437316805DBBB78948A4A63635A034E58
[Rock Band],2008/10/21,30,1.99,16,Territorial Pissings,FD3DF4F45574DBB223A34B71A673FE24000068CE58
[Rock Band],2008/10/21,30,10.99,126,Nirvana Pack 01,6B0311C60410AA50A61D6B6239A0ACC2CEBFFD5158
[Rock Band],2008/10/14,30,1.99,27,Rattlesnake Shake,C738854D6BAC83116439302FBEEBFA65C884580258
[Rock Band],2008/10/14,30,1.99,31,Slice of Your Pie,8DD953202CFAC482AEEB4510C0762E6076C7F64458
[Rock Band],2008/10/14,30,1.99,36,Kickstart My Heart,8E36A87CE3C722368874B5219DE2F0D9AEA7BD6658
[Rock Band],2008/10/14,30,1.99,35,Same Ol' Situation (S.O.S.),048334A029E906FB1221027586076568283ED24E58
[Rock Band],2008/10/14,30,1.99,26,Sticky Sweet,A8E8082343CE198D7BE9DBD01CCC37F738C68E5958
[Rock Band],2008/10/14,30,1.99,32,She Goes Down,82B20AA757E1051F0720A47841E292EE7238426C58
[Rock Band],2008/10/14,30,15.99,316,Dr. Feelgood (Album),C8C2ED08363A58D6601138FA55F5FD9C658CB61058
[Rock Band],2008/10/14,30,1.99,36,Dr. Feelgood,EDE33E48659BB3F1D694BC94CBF6BF40E8BA20C258
[Rock Band],2008/10/07,30,1.99,31,All Right Now,8E3907C7A8CB029A32A276BD3B8CCEFA20338FD858
[Rock Band],2008/10/07,30,1.99,26,Cream and Bastards Rise,500F0BE8916C76EEB31EBBFD4A0B430A2BCED67C58
[Rock Band],2008/10/07,30,1.99,23,Push It,EEAE2445C2393BCB18686C97C164670209278D4B58
[Rock Band],2008/10/07,30,1.99,20,Stop!,0ECBD8C241A4746A93F4BCEED9598A11BB9674F858
[Rock Band],2008/09/23,30,1.99,24,Sorrow,12379835522D8DDD43854879D2CA6CF66834E66958
[Rock Band],2008/09/23,30,1.99,27,Bandages,CCFA9C2A4D3A06D65579737AC0574788221F2B9658
[Rock Band],2008/09/23,30,1.99,30,Shoot the Runner,16CBF935BD35305B49F22E1B57B85BCD15C2F14C58
[Rock Band],2008/09/23,30,1.99,17,You're No Rock N' Roll Fun,034B4282D1AE2CA60963831A10FC1618AB4C5F5D58
[Rock Band],2008/09/23,30,1.99,38,Love Spreads,43DCDA6D66B27F60D00E64FC24270814C4DBBABB58
[Rock Band],2008/09/16,30,10.99,242,Peace Sells... but Who's Buying? (Album),72F0E8E10A92159F370901C009D4F06FCE15056158
[Rock Band],2008/09/16,30,6.99,92,Rock Band Live 2008 Tour Pack,BB961409EF7552669B244342B06313B3DCEFA5D658
[Rock Band],2008/03/11,30,1.99,19,Shockwave,ECBC7E733710B5974B469029822750B197E341F158
[Rock Band],2008/03/18,30,5.49,61,Earache Thrash Pack 01,B09E678CAA3C46638858EF68F7080C577AFADB3258
[Rock Band],2008/03/18,30,1.99,19,Thrasher,86367836FEB77D0EDB333CDEFCCB45AC670B709758
[Rock Band],2008/03/18,30,1.99,23,D.O.A.,B78E712B8301348965A08DAAE630BD2B2657023158
[Rock Band],2008/03/11,30,1.99,20,Beethoven's C***,1B0F33A12338C3F4887354C0D8AD58076E47838658
[Rock Band],2010/09/21,30,1.99,31,No Woman No Cry,8B34F22175C35376B35A3C989AC1E5CB0137950F58
[Rock Band],2008/03/04,30,1.99,27,Casey Jones,F6C393A7D7A122CAD946E1D4D101FE77895A29F658
[Rock Band],2008/03/04,30,1.99,19,China Cat Sunflower,91F5418BE7133ACA09DFEF818C79FBF5F47369C058
[Rock Band],2008/03/04,30,1.99,28,I Need A Miracle,9B489FB3C046C637AD6FAB3DF3982DABC73A91F458
[Rock Band],2008/03/04,30,1.99,23,Sugar Magnolia,8CBB437B1A43497D470A03D185C0C43268E5770158
[Rock Band],2008/03/04,30,1.99,34,Truckin',186ABE59B77EC63AAD204049D11C31A791BCBCA958
[Rock Band],2009/12/04,30,9.99,162,Grateful Dead Pack 01,2A3826B812D605BA16B213A5530218B6451F949E58
[Rock Band],2008/02/19,30,1.99,25,Why Do You Love Me,10B23082CC5A9BE457B45A45E15FB07CB964605A58
[Rock Band],2008/02/19,30,1.99,25,El Scorcho,99DB15B97E6BACED1A1E13FBF20916C6C9BE301458
[Rock Band],2008/02/12,30,5.49,52,(Arguably) Punk Pack 02,A16D62F4DE0C3A7BDDF40A0E4BD9D9C2E5FE600958
[Rock Band],2008/02/12,30,1.99,10,Teenage Lobotomy,9D6BBDCC9B217CC8DECBCB14503188F9AB3680B358
[Rock Band],2008/02/12,30,1.99,19,Truth Hits Everybody,1D379B8EBD109ACEE32EB6946208F631D0090BA258
[Rock Band],2008/02/12,30,1.99,23,Complete Control,9A49F2A5D04BAA97D23101C8F46E799833F1D6B558
